row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn,tenure
9375,236-86-3015,C,15720637,Female,46,Member,710,1,0,Home and lifestyle,1,0.699,13.98,14.679,9.8,1,28
9376,131-70-8179,A,15723717,Male,41,Member,483,0,0,Health and beauty,3,13.8135,92.09,290.0835,4.2,1,25
9377,305-14-0245,B,15565996,Male,44,Member,653,1,1,Home and lifestyle,8,37.796,94.49,793.716,7.5,0,47
9378,289-15-7034,A,15713578,Female,50,Member,483,1,1,Sports and travel,4,16.466,82.33,345.786,7.5,0,57
9379,149-71-6266,B,15580914,Male,48,Member,478,0,1,Sports and travel,9,35.1315,78.07,737.7615,4.5,1,16
9380,707-32-7409,B,15568953,Male,27,Member,477,1,1,Sports and travel,4,19.108,95.54,401.268,4.5,0,5
9381,516-77-6464,C,15811588,Female,53,Member,664,1,0,Health and beauty,5,2.54,10.16,53.34,4.1,1,17
9382,662-72-2873,A,15804150,Male,34,Normal,755,1,1,Food and beverages,5,10.235,40.94,214.935,9.9,0,56
9383,778-34-2523,A,15615896,Male,39,Member,621,1,0,Electronic accessories,8,19.448,48.62,408.408,5,0,72
9384,137-74-8729,C,15576094,Male,71,Normal,743,0,1,Fashion accessories,8,4.876,12.19,102.396,6.8,0,21
9385,314-23-4520,C,15675360,Male,33,Member,427,1,1,Health and beauty,7,28.4305,81.23,597.0405,9,0,48
9386,425-85-2085,B,15701333,Female,37,Member,646,0,0,Health and beauty,5,13.715,54.86,288.015,9.8,0,68
9387,731-59-7531,B,15638272,Male,32,Member,609,1,1,Health and beauty,8,29.028,72.57,609.588,4.6,0,30
9388,795-49-7276,A,15651140,Female,32,Normal,710,1,0,Fashion accessories,4,7.43,37.15,156.03,8.3,0,3
9389,755-12-3214,C,15753550,Female,43,Member,684,1,0,Fashion accessories,5,11.055,44.22,232.155,8.6,0,14
9390,269-10-8440,A,15790630,Female,48,Member,619,0,0,Health and beauty,7,18.6095,53.17,390.7995,8.9,1,4
9391,777-67-2495,B,15796074,Female,36,Normal,717,1,0,Home and lifestyle,3,10.3455,68.97,217.2555,8.7,1,71
9392,376-56-3573,C,15767339,Female,53,Normal,777,1,0,Fashion accessories,4,19.084,95.42,400.764,6.4,0,8
9393,545-46-3100,B,15587177,Male,36,Member,646,1,0,Electronic accessories,3,1.5885,10.59,33.3585,8.7,0,61
9394,759-98-4285,C,15621093,Male,31,Member,681,0,0,Health and beauty,7,30.0545,85.87,631.1445,8,0,72
9395,825-94-5922,B,15675141,Female,35,Normal,569,1,0,Sports and travel,2,2.531,25.31,53.151,7.2,0,5
9396,851-98-3555,B,15724848,Female,46,Normal,516,1,0,Health and beauty,5,20.72,82.88,435.12,6.6,1,49
9397,834-45-5519,B,15732235,Male,64,Normal,662,0,1,Electronic accessories,4,8.6,43,180.6,7.6,0,8
9398,453-12-7053,C,15795124,Male,50,Normal,726,0,1,Fashion accessories,3,6.861,45.74,144.081,6.5,0,3
9399,586-25-0848,A,15664339,Male,48,Normal,775,0,0,Sports and travel,7,4.319,12.34,90.699,6.7,1,9
9400,609-81-8548,A,15664504,Male,35,Member,418,1,1,Home and lifestyle,6,11.232,37.44,235.872,5.9,0,67
9401,848-24-9445,C,15675791,Male,36,Member,610,1,0,Health and beauty,2,4.37,43.7,91.77,4.9,0,46
9402,605-83-1050,B,15686870,Male,36,Normal,761,0,0,Fashion accessories,2,2.718,27.18,57.078,4.3,0,67
9403,343-61-3544,B,15730076,Male,45,Member,651,1,0,Sports and travel,10,13.335,26.67,280.035,8.6,1,55
9404,499-27-7781,B,15583499,Male,32,Normal,510,1,1,Food and beverages,8,21.284,53.21,446.964,5,0,33
9405,569-71-4390,B,15740345,Male,42,Normal,657,1,0,Sports and travel,2,2.187,21.87,45.927,6.9,1,62
9406,190-59-3964,B,15683157,Male,26,Member,613,0,1,Food and beverages,5,11.79,47.16,247.59,6,0,1
9407,870-76-1733,A,15596181,Male,38,Member,542,1,1,Food and beverages,5,3.5575,14.23,74.7075,4.4,1,49
9408,273-84-2164,C,15567893,Male,33,Member,556,1,0,Electronic accessories,5,3.0125,12.05,63.2625,5.5,0,1
9409,655-07-2265,A,15706116,Female,30,Normal,659,1,0,Electronic accessories,3,11.7465,78.31,246.6765,5.4,0,14
9410,651-61-0874,C,15751336,Male,30,Normal,630,0,1,Home and lifestyle,4,9.244,46.22,194.124,6.2,0,18
9411,354-25-5821,B,15622833,Female,29,Member,835,0,0,Sports and travel,6,20.736,69.12,435.456,5.6,0,1
9412,343-87-0864,C,15626578,Male,26,Member,622,1,1,Health and beauty,1,3.794,75.88,79.674,7.1,0,1
9413,710-46-4433,B,15755225,Male,34,Member,659,1,0,Food and beverages,9,34.83,77.4,731.43,4.5,0,72
9414,866-05-7563,B,15721189,Female,66,Member,666,1,1,Electronic accessories,3,12.21,81.4,256.41,4.8,0,64
9415,559-98-9873,A,15715707,Male,32,Member,657,1,1,Fashion accessories,7,18.7775,53.65,394.3275,5.2,0,69
9416,300-71-4605,C,15781234,Female,35,Member,609,1,0,Electronic accessories,5,21.51,86.04,451.71,4.8,0,1
9417,120-54-2248,B,15812720,Male,37,Normal,807,0,1,Food and beverages,5,7.215,28.86,151.515,8,0,71
9418,870-54-3162,A,15655298,Female,54,Normal,654,0,1,Sports and travel,5,8.0625,32.25,169.3125,9,0,66
9419,380-60-5336,A,15624068,Female,26,Normal,779,0,1,Electronic accessories,10,20.13,40.26,422.73,5,0,2
9420,574-22-5561,C,15808868,Female,31,Member,652,0,0,Fashion accessories,10,41.315,82.63,867.615,7.9,1,71
9421,600-38-9738,C,15738267,Female,64,Member,544,1,1,Sports and travel,5,17.98,71.92,377.58,4.3,1,11
9422,651-96-5970,A,15763431,Male,36,Normal,698,1,1,Fashion accessories,1,2.3205,46.41,48.7305,4,0,47
9423,186-71-5196,A,15641934,Female,46,Member,749,1,0,Food and beverages,2,7.954,79.54,167.034,6.2,1,35
9424,453-63-6187,B,15722364,Male,43,Normal,664,1,1,Electronic accessories,3,4.125,27.5,86.625,6.5,0,32
9425,541-89-9860,C,15685226,Female,29,Member,712,1,1,Fashion accessories,3,12.072,80.48,253.512,8.1,0,60
9426,510-95-6347,B,15572657,Male,29,Member,472,0,1,Food and beverages,3,7.278,48.52,152.838,4,0,11
9427,369-82-2676,B,15646168,Male,33,Normal,834,1,0,Electronic accessories,5,18.915,75.66,397.215,7.8,0,29
9428,545-46-3100,B,15778947,Male,36,Member,628,1,1,Electronic accessories,3,1.5885,10.59,33.3585,8.7,0,21
9429,711-31-1234,B,15677310,Male,62,Normal,761,0,0,Electronic accessories,4,19.128,95.64,401.688,7.9,1,48
9430,326-71-2155,C,15682211,Male,57,Normal,467,1,1,Sports and travel,4,14.79,73.95,310.59,6.1,0,3
9431,730-70-9830,C,15688973,Female,39,Normal,598,1,1,Home and lifestyle,6,21.033,70.11,441.693,5.2,0,43
9432,351-62-0822,B,15786463,Female,59,Member,645,0,0,Fashion accessories,4,2.896,14.48,60.816,4.5,1,5
9433,459-45-2396,A,15679062,Female,47,Member,734,1,1,Food and beverages,3,14.94,99.6,313.74,5.8,0,1
9434,405-31-3305,A,15623196,Male,38,Member,686,1,1,Fashion accessories,10,21.565,43.13,452.865,5.5,0,71
9435,701-23-5550,B,15615176,Male,26,Member,732,1,0,Home and lifestyle,4,7.762,38.81,163.002,4.9,0,8
9436,802-43-8934,A,15684861,Female,32,Normal,726,0,0,Home and lifestyle,1,0.914,18.28,19.194,8.3,0,8
9437,631-34-1880,C,15708357,Female,38,Member,649,1,0,Food and beverages,3,3.6465,24.31,76.5765,4.3,0,20
9438,544-55-9589,B,15706593,Female,50,Member,850,1,1,Electronic accessories,10,10.715,21.43,225.015,6.2,0,33
9439,668-90-8900,A,15777923,Female,45,Normal,544,0,1,Home and lifestyle,7,32.7915,93.69,688.6215,4.5,0,71
9440,124-31-1458,A,15808960,Male,40,Member,620,1,0,Electronic accessories,3,11.9385,79.59,250.7085,6.6,0,31
9441,613-59-9758,C,15733303,Male,67,Normal,630,1,1,Sports and travel,10,7.18,14.36,150.78,5.4,0,38
9442,427-45-9297,B,15649124,Male,30,Member,850,0,0,Home and lifestyle,7,14.2555,40.73,299.3655,5.4,0,1
9443,453-12-7053,C,15614834,Female,31,Normal,619,0,1,Fashion accessories,3,6.861,45.74,144.081,6.5,0,2
9444,652-49-6720,C,15623521,Male,43,Member,838,1,0,Electronic accessories,1,3.0475,60.95,63.9975,5.9,0,12
9445,186-79-9562,B,15572374,Male,36,Normal,733,0,1,Health and beauty,7,25.1195,71.77,527.5095,8.9,0,9
9446,790-38-4466,C,15752885,Male,42,Normal,529,1,1,Health and beauty,5,2.7475,10.99,57.6975,9.3,0,11
9447,451-28-5717,C,15611189,Male,43,Member,670,0,0,Home and lifestyle,6,24.951,83.17,523.971,7.3,0,6
9448,340-66-0321,A,15639415,Male,35,Member,850,1,0,Electronic accessories,4,7.272,36.36,152.712,7.6,0,71
9449,656-95-9349,A,15770424,Male,40,Member,541,1,0,Health and beauty,7,24.1255,68.93,506.6355,4.6,0,42
9450,573-58-9734,B,15744717,Female,44,Normal,726,1,1,Fashion accessories,3,4.5555,30.37,95.6655,5.1,0,8
9451,887-42-0517,C,15631159,Male,41,Normal,705,1,1,Sports and travel,7,29.099,83.14,611.079,6.6,0,5
9452,301-11-9629,A,15605276,Female,29,Normal,742,1,1,Sports and travel,7,6.685,19.1,140.385,9.7,0,2
9453,718-57-9773,C,15651674,Female,54,Normal,438,0,0,Sports and travel,10,24.665,49.33,517.965,9.4,1,45
9454,377-79-7592,C,15634936,Male,41,Member,735,1,1,Electronic accessories,9,20.178,44.84,423.738,7.5,0,28
9455,305-03-2383,A,15777452,Female,46,Normal,587,0,0,Food and beverages,3,10.065,67.1,211.365,7.5,0,43
9456,856-66-2701,A,15665168,Female,44,Member,681,1,1,Home and lifestyle,3,7.995,53.3,167.895,7.5,0,60
9457,831-64-0259,B,15736126,Male,55,Normal,850,1,1,Fashion accessories,5,9.9375,39.75,208.6875,9.6,1,42
9458,462-78-5240,C,15714466,Female,41,Normal,846,1,0,Electronic accessories,2,2.661,26.61,55.881,4.2,1,7
9459,729-06-2010,B,15595350,Female,31,Member,661,1,0,Health and beauty,9,36.2115,80.47,760.4415,9.2,0,25
9460,183-21-3799,C,15765048,Male,30,Normal,545,1,0,Electronic accessories,9,34.9335,77.63,733.6035,7.2,0,40
9461,606-80-4905,C,15720745,Male,24,Member,635,1,1,Sports and travel,6,5.745,19.15,120.645,6.8,0,27
9462,448-81-5016,A,15571995,Female,33,Normal,775,1,1,Health and beauty,2,5.977,59.77,125.517,5.8,0,10
9463,701-69-8742,B,15622443,Male,31,Normal,549,0,1,Sports and travel,10,17.185,34.37,360.885,6.7,0,27
9464,272-27-9238,C,15704144,Male,33,Normal,812,0,1,Food and beverages,4,8.248,41.24,173.208,7.1,0,11
9465,152-03-4217,B,15794916,Male,41,Normal,725,1,1,Home and lifestyle,9,5.076,11.28,106.596,4.3,0,4
9466,186-43-8965,A,15655875,Female,33,Member,511,1,0,Home and lifestyle,2,4.768,47.68,100.128,4.1,0,68
9467,782-95-9291,A,15715715,Male,38,Member,799,1,1,Food and beverages,5,23.0725,92.29,484.5225,9,0,1
9468,271-77-8740,C,15774328,Male,40,Member,606,1,1,Sports and travel,6,8.766,29.22,184.086,5,0,18
9469,122-61-9553,C,15633537,Female,42,Normal,540,1,0,Electronic accessories,9,23.094,51.32,484.974,5.6,0,57
9470,322-02-2271,B,15736431,Male,27,Normal,494,1,0,Sports and travel,3,6.4455,42.97,135.3555,9.3,0,26
9471,526-86-8552,C,15623989,Male,54,Member,435,1,0,Home and lifestyle,10,10.91,21.82,229.11,7.1,1,17
9472,101-81-4070,C,15740164,Female,33,Member,715,1,1,Health and beauty,2,6.282,62.82,131.922,4.9,0,1
9473,871-39-9221,C,15664793,Female,50,Normal,754,0,1,Electronic accessories,6,3.735,12.45,78.435,4.1,0,38
9474,568-90-5112,C,15671209,Female,29,Normal,593,1,0,Health and beauty,4,13.228,66.14,277.788,5.6,0,59
9475,571-94-0759,B,15580912,Male,32,Member,748,1,1,Food and beverages,10,37.3,74.6,783.3,9.5,0,30
9476,559-98-9873,A,15661249,Male,53,Member,699,0,1,Fashion accessories,7,18.7775,53.65,394.3275,5.2,0,2
9477,678-79-0726,C,15695034,Female,44,Member,757,1,0,Sports and travel,9,40.7835,90.63,856.4535,5.1,0,50
9478,540-11-4336,A,15626507,Male,27,Normal,558,1,0,Food and beverages,9,11.223,24.94,235.683,5.6,0,9
9479,201-86-2184,B,15650258,Female,35,Member,479,1,0,Electronic accessories,7,9.191,26.26,193.011,9.9,0,3
9480,234-65-2137,C,15699238,Female,40,Normal,618,1,0,Home and lifestyle,10,47.79,95.58,1003.59,4.8,0,14
9481,190-14-3147,B,15719017,Female,34,Normal,672,1,1,Health and beauty,4,3.594,17.97,75.474,6.4,0,31
9482,186-43-8965,A,15619953,Female,42,Member,662,1,0,Home and lifestyle,2,4.768,47.68,100.128,4.1,0,7
9483,497-36-0989,A,15685826,Male,30,Normal,563,1,0,Fashion accessories,3,7.791,51.94,163.611,7.9,0,8
9484,239-10-7476,A,15612350,Female,31,Normal,691,1,0,Home and lifestyle,6,23.385,77.95,491.085,8,1,17
9485,816-72-8853,A,15814430,Male,41,Member,747,1,0,Sports and travel,5,6.9825,27.93,146.6325,5.9,1,32
9486,809-46-1866,A,15630913,Female,69,Normal,476,0,1,Health and beauty,4,11.63,58.15,244.23,8.4,0,2
9487,132-23-6451,A,15707322,Female,48,Member,779,0,0,Health and beauty,5,5.2425,20.97,110.0925,7.8,1,7
9488,241-11-2261,B,15795564,Male,31,Normal,737,1,1,Fashion accessories,7,27.951,79.86,586.971,5.5,0,72
9489,548-48-3156,A,15735788,Male,31,Member,709,1,1,Food and beverages,2,8.334,83.34,175.014,7.6,0,31
9490,575-67-1508,A,15640260,Male,32,Normal,595,1,1,Electronic accessories,1,1.93,38.6,40.53,6.7,0,27
9491,651-88-7328,A,15683124,Male,53,Normal,713,0,0,Fashion accessories,9,29.583,65.74,621.243,7.7,1,18
9492,648-83-1321,A,15679148,Male,44,Member,508,0,0,Home and lifestyle,10,31.78,63.56,667.38,4.3,0,7
9493,459-50-7686,A,15705521,Female,33,Normal,548,1,0,Electronic accessories,6,7.038,23.46,147.798,6.4,0,14
9494,849-09-3807,A,15593014,Male,33,Member,525,0,1,Fashion accessories,7,30.919,88.34,649.299,6.6,0,11
9495,400-89-4171,C,15721426,Male,65,Normal,606,0,0,Sports and travel,8,32.388,80.97,680.148,9.3,1,72
9496,566-19-5475,B,15579616,Female,42,Normal,683,0,1,Fashion accessories,7,16.7895,47.97,352.5795,6.2,0,28
9497,843-01-4703,B,15730738,Male,31,Member,786,1,1,Home and lifestyle,9,15.921,35.38,334.341,9.6,0,15
9498,778-34-2523,A,15613471,Male,31,Member,579,1,1,Electronic accessories,8,19.448,48.62,408.408,5,0,4
9499,284-54-4231,C,15805062,Male,38,Member,667,1,1,Sports and travel,1,4.0465,80.93,84.9765,9,0,71
9500,152-08-9985,B,15667742,Male,41,Member,627,0,1,Health and beauty,9,28.962,64.36,608.202,8.6,0,5
9501,610-46-4100,A,15626679,Male,33,Normal,584,0,1,Health and beauty,7,10.1325,28.95,212.7825,6,0,47
9502,811-35-1094,B,15735687,Male,37,Member,595,1,0,Electronic accessories,6,15.135,50.45,317.835,8.9,0,57
9503,149-61-1929,A,15786042,Female,44,Normal,706,1,0,Sports and travel,10,32.095,64.19,673.995,6.7,0,50
9504,540-11-4336,A,15812009,Male,38,Normal,662,1,0,Food and beverages,9,11.223,24.94,235.683,5.6,0,8
9505,339-18-7061,C,15663625,Male,37,Member,501,0,0,Fashion accessories,2,9.298,92.98,195.258,8,0,48
9506,263-12-5321,A,15769504,Female,34,Member,743,1,1,Electronic accessories,7,32.41,92.6,680.61,9.3,0,70
9507,722-13-2115,C,15620276,Male,36,Member,539,1,1,Sports and travel,1,2.1425,42.85,44.9925,9.3,0,1
9508,563-36-9814,A,15641158,Male,32,Member,739,1,0,Electronic accessories,1,3.841,76.82,80.661,7.2,1,8
9509,534-01-4457,A,15620103,Female,40,Normal,660,1,1,Food and beverages,6,24.513,81.71,514.773,8,0,1
9510,156-20-0370,B,15713770,Male,41,Normal,586,1,0,Electronic accessories,1,1.2725,25.45,26.7225,5.1,0,1
9511,509-10-0516,B,15712930,Male,42,Normal,587,0,0,Home and lifestyle,4,9.194,45.97,193.074,5.1,0,60
9512,291-32-1427,B,15649536,Male,38,Member,741,1,0,Fashion accessories,5,5.485,21.94,115.185,5.3,0,49
9513,740-11-5257,C,15752956,Male,29,Normal,629,1,1,Electronic accessories,10,12.37,24.74,259.77,7.1,0,4
9514,725-32-9708,B,15600821,Male,69,Member,721,1,1,Fashion accessories,4,13.742,68.71,288.582,4.1,0,29
9515,699-14-3026,C,15701602,Male,52,Normal,521,0,0,Electronic accessories,7,29.8865,85.39,627.6165,4.1,1,67
9516,851-98-3555,B,15739931,Male,34,Normal,523,1,1,Health and beauty,5,20.72,82.88,435.12,6.6,0,53
9517,327-40-9673,B,15664539,Male,35,Member,683,0,0,Sports and travel,6,21.78,72.6,457.38,6.9,0,67
9518,490-29-1201,A,15744622,Male,32,Normal,822,1,0,Sports and travel,1,0.767,15.34,16.107,6.5,0,6
9519,300-71-4605,C,15786237,Male,28,Member,651,1,0,Electronic accessories,5,21.51,86.04,451.71,4.8,0,47
9520,510-09-5628,A,15764174,Female,26,Member,612,1,1,Fashion accessories,10,9.83,19.66,206.43,7.2,0,53
9521,868-81-1752,B,15657439,Male,18,Normal,738,1,1,Home and lifestyle,9,9.909,22.02,208.089,6.8,0,69
9522,606-80-4905,C,15567923,Female,30,Member,739,0,0,Sports and travel,6,5.745,19.15,120.645,6.8,0,3
9523,641-96-3695,C,15800062,Male,49,Member,850,0,0,Fashion accessories,6,13.038,43.46,273.798,8.5,1,4
9524,318-12-0304,A,15598574,Female,31,Normal,695,0,1,Fashion accessories,1,1.5305,30.61,32.1405,5.2,0,56
9525,848-24-9445,C,15589312,Male,30,Member,588,0,0,Health and beauty,2,4.37,43.7,91.77,4.9,0,59
9526,898-04-2717,A,15788480,Female,33,Normal,786,0,0,Fashion accessories,9,34.38,76.4,721.98,7.5,1,61
9527,442-48-3607,A,15623744,Male,34,Member,634,1,1,Food and beverages,2,2.348,23.48,49.308,7.9,0,2
9528,404-91-5964,A,15660155,Male,36,Normal,792,0,1,Electronic accessories,7,26.103,74.58,548.163,9,0,46
9529,704-48-3927,A,15685476,Male,31,Member,658,0,1,Electronic accessories,10,44.335,88.67,931.035,7.3,0,12
9530,446-47-6729,C,15802625,Male,48,Normal,733,1,1,Fashion accessories,2,9.982,99.82,209.622,6.7,0,14
9531,437-53-3084,B,15585865,Female,38,Normal,673,0,0,Fashion accessories,2,9.989,99.89,209.769,7.1,1,28
9532,867-47-1948,C,15737506,Male,42,Normal,645,0,0,Home and lifestyle,10,7.9,15.8,165.9,7.8,0,24
9533,608-04-3797,B,15643121,Female,35,Member,753,0,0,Health and beauty,8,10.128,25.32,212.688,8.7,0,31
9534,686-41-0932,B,15714689,Male,29,Normal,591,1,1,Fashion accessories,2,3.47,34.7,72.87,8.2,0,68
9535,704-20-4138,C,15708046,Male,31,Member,744,1,0,Health and beauty,7,10.3845,29.67,218.0745,8.1,0,39
9536,728-47-9078,C,15748360,Female,34,Member,644,1,1,Food and beverages,4,11.918,59.59,250.278,9.8,0,42
9537,188-55-0967,B,15702030,Female,29,Member,516,1,0,Health and beauty,10,33.235,66.47,697.935,5,0,13
9538,228-96-1411,C,15698294,Male,31,Member,635,1,0,Food and beverages,8,39.48,98.7,829.08,7.6,0,6
9539,151-27-8496,C,15710087,Female,54,Normal,705,1,0,Electronic accessories,4,11.226,56.13,235.746,8.6,1,35
9540,607-76-6216,C,15669219,Male,35,Member,588,1,0,Fashion accessories,5,23.1225,92.49,485.5725,8.6,0,38
9541,426-39-2418,C,15600974,Male,50,Normal,516,0,1,Electronic accessories,7,21.4935,61.41,451.3635,9.8,1,18
9542,830-58-2383,B,15645029,Female,33,Normal,771,1,0,Home and lifestyle,4,6.35,31.75,133.35,8.6,0,4
9543,539-21-7227,B,15639662,Male,38,Normal,710,1,0,Sports and travel,5,12.885,51.54,270.585,4.2,0,27
9544,649-29-6775,B,15606641,Male,56,Normal,762,1,1,Fashion accessories,1,1.676,33.52,35.196,6.7,1,41
9545,595-27-4851,A,15618155,Male,45,Normal,663,1,1,Fashion accessories,7,18.998,54.28,398.958,9.3,0,50
9546,569-76-2760,A,15576360,Male,40,Member,600,1,1,Sports and travel,4,4.402,22.01,92.442,6.6,0,72
9547,210-67-5886,C,15705034,Male,40,Member,691,1,1,Health and beauty,3,14.7315,98.21,309.3615,7.8,0,70
9548,554-53-8700,C,15701439,Female,50,Member,698,1,0,Home and lifestyle,2,5.611,56.11,117.831,6.3,1,44
9549,828-46-6863,A,15633516,Male,42,Member,526,0,1,Food and beverages,6,29.559,98.53,620.739,4,0,2
9550,394-30-3170,B,15677136,Female,23,Member,624,0,0,Sports and travel,8,35.372,88.43,742.812,4.3,0,34
9551,711-31-1234,B,15685920,Male,34,Normal,599,0,0,Electronic accessories,4,19.128,95.64,401.688,7.9,0,72
9552,636-17-0325,B,15758482,Female,32,Normal,626,0,0,Health and beauty,4,12.514,62.57,262.794,9.5,0,71
9553,647-50-1224,A,15686957,Male,35,Normal,553,1,0,Fashion accessories,10,14.71,29.42,308.91,8.9,0,64
9554,450-42-3339,C,15627514,Female,46,Normal,688,0,1,Health and beauty,10,42.305,84.61,888.405,8.8,0,72
9555,749-81-8133,A,15590094,Male,38,Normal,613,0,0,Fashion accessories,4,18.934,94.67,397.614,6.8,0,1
9556,280-17-4359,C,15724944,Male,34,Member,663,1,1,Health and beauty,10,45.25,90.5,950.25,8.1,0,29
9557,490-95-0021,B,15718231,Male,28,Member,537,1,1,Food and beverages,10,16.605,33.21,348.705,6,0,23
9558,192-98-7397,C,15606755,Female,46,Normal,597,1,0,Fashion accessories,1,0.639,12.78,13.419,9.5,1,52
9559,636-17-0325,B,15637428,Male,35,Normal,660,1,0,Health and beauty,4,12.514,62.57,262.794,9.5,0,25
9560,176-64-7711,B,15702801,Female,29,Normal,677,0,0,Food and beverages,3,4.848,32.32,101.808,4.3,1,64
9561,468-88-0009,A,15675854,Male,50,Member,573,0,1,Home and lifestyle,4,13.188,65.94,276.948,6,1,16
9562,802-43-8934,A,15723488,Male,47,Normal,668,0,1,Home and lifestyle,1,0.914,18.28,19.194,8.3,1,1
9563,722-13-2115,C,15610936,Male,33,Member,562,1,0,Sports and travel,1,2.1425,42.85,44.9925,9.3,0,24
9564,374-38-5555,B,15702145,Male,33,Normal,705,1,1,Fashion accessories,5,15.9275,63.71,334.4775,8.5,0,2
9565,751-69-0068,C,15648967,Female,64,Normal,698,1,0,Sports and travel,9,44.658,99.24,937.818,9,1,34
9566,400-89-4171,C,15703437,Male,34,Normal,726,1,0,Sports and travel,8,32.388,80.97,680.148,9.3,0,36
9567,210-30-7976,B,15583392,Male,37,Member,747,1,0,Fashion accessories,4,4.464,22.32,93.744,4.1,1,53
9568,665-63-9737,B,15650924,Female,32,Normal,761,1,1,Fashion accessories,3,7.863,52.42,165.123,7.5,0,47
9569,636-48-8204,A,15697020,Male,39,Normal,618,1,0,Electronic accessories,5,8.64,34.56,181.44,9.9,0,72
9570,189-52-0236,A,15729040,Male,42,Normal,440,1,0,Electronic accessories,7,34.8425,99.55,731.6925,7.6,0,72
9571,439-54-7422,A,15741403,Female,38,Normal,698,0,0,Electronic accessories,4,10.238,51.19,214.998,4.7,0,1
9572,575-30-8091,A,15599090,Male,40,Normal,564,1,1,Sports and travel,8,29,72.5,609,9.2,0,9
9573,633-44-8566,A,15619340,Male,38,Member,597,1,0,Food and beverages,7,17.283,49.38,362.943,7.3,0,8
9574,173-50-1108,B,15776223,Female,42,Member,597,1,1,Sports and travel,4,4.036,20.18,84.756,5,0,45
9575,477-24-6490,B,15680901,Female,34,Normal,652,1,1,Health and beauty,6,29.913,99.71,628.173,7.9,0,7
9576,284-34-9626,B,15813871,Male,47,Normal,690,1,0,Home and lifestyle,3,11.556,77.04,242.676,7.2,0,71
9577,110-48-7033,B,15745533,Female,63,Member,799,1,0,Fashion accessories,4,6.524,32.62,137.004,9,1,41
9578,563-36-9814,A,15710012,Male,44,Member,738,1,0,Electronic accessories,1,3.841,76.82,80.661,7.2,1,67
9579,416-17-9926,A,15744200,Female,36,Member,587,1,0,Electronic accessories,10,37.11,74.22,779.31,4.3,0,69
9580,717-96-4189,C,15751549,Male,31,Normal,658,0,0,Electronic accessories,6,10.647,35.49,223.587,4.1,0,70
9581,242-11-3142,B,15757897,Female,26,Member,766,1,1,Fashion accessories,2,8.377,83.77,175.917,4.6,0,25
9582,603-07-0961,C,15592194,Female,28,Member,492,1,0,Electronic accessories,5,18.6975,74.79,392.6475,4.9,0,72
9583,131-15-8856,C,15586870,Male,27,Member,632,1,1,Food and beverages,8,29.008,72.52,609.168,4,0,34
9584,651-96-5970,A,15607176,Male,22,Normal,674,1,1,Fashion accessories,1,2.3205,46.41,48.7305,4,0,65
9585,218-59-9410,A,15727353,Female,64,Member,650,1,0,Home and lifestyle,3,10.863,72.42,228.123,8.2,1,70
9586,101-81-4070,C,15756804,Female,48,Member,636,1,0,Health and beauty,2,6.282,62.82,131.922,4.9,1,72
9587,605-72-4132,C,15641773,Male,45,Normal,580,1,1,Food and beverages,8,37.788,94.47,793.548,9.1,0,35
9588,531-56-4728,A,15691823,Male,37,Normal,672,1,1,Home and lifestyle,3,12.012,80.08,252.252,5.4,0,13
9589,859-71-0933,C,15644962,Male,21,Member,745,1,1,Sports and travel,2,1.549,15.49,32.529,6.3,0,12
9590,811-03-8790,A,15719426,Male,67,Normal,529,1,1,Electronic accessories,10,22.74,45.48,477.54,4.8,1,62
9591,743-04-1105,B,15685706,Female,40,Member,731,1,1,Health and beauty,9,43.749,97.22,918.729,6,0,25
9592,450-28-2866,C,15584156,Male,27,Member,593,0,0,Food and beverages,5,4.36,17.44,91.56,8.1,1,52
9593,746-54-5508,A,15682757,Male,30,Normal,734,1,0,Home and lifestyle,6,6.456,21.52,135.576,9.4,0,8
9594,173-50-1108,B,15690678,Female,33,Member,530,1,1,Sports and travel,4,4.036,20.18,84.756,5,0,2
9595,316-55-4634,B,15760849,Male,39,Member,537,1,1,Food and beverages,5,20.0125,80.05,420.2625,9.4,0,56
9596,648-94-3045,C,15633227,Female,28,Normal,518,0,0,Health and beauty,10,29.475,58.95,618.975,8.1,0,12
9597,733-29-1227,C,15637414,Female,24,Normal,618,0,1,Home and lifestyle,7,19.4635,55.61,408.7335,8.5,0,47
9598,428-83-5800,C,15720774,Male,44,Member,850,1,0,Food and beverages,3,3.162,21.08,66.402,7.3,1,2
9599,689-16-9784,C,15621520,Female,42,Normal,783,1,0,Food and beverages,6,14.031,46.77,294.651,6,0,18
9600,365-64-0515,A,15803378,Male,44,Normal,850,1,1,Electronic accessories,5,11.7375,46.95,246.4875,7.1,0,8
9601,319-74-2561,A,15720353,Male,41,Member,553,1,0,Electronic accessories,3,14.196,94.64,298.116,5.5,0,45
9602,277-35-5865,C,15710553,Male,48,Member,555,0,1,Food and beverages,9,44.5365,98.97,935.2665,6.7,0,3
9603,302-15-2162,C,15674868,Female,30,Member,696,1,1,Health and beauty,6,13.959,46.53,293.139,4.3,0,38
9604,588-47-8641,A,15711759,Female,29,Member,576,1,1,Fashion accessories,10,28.02,56.04,588.42,4.4,0,72
